gols_mandante,gols_visitante,att_m,def_v,att_v,def_m,pred_gols_mandante,pred_gols_visitante,data,time_mandante,time_visitante,campeonato,rodada,resultado
1,2,2.4,1.6,1.2,1.0,1.821593977946177,0.9588531194511032,2022-12-31,Time11_SerieA,Time12_SerieA,Brasileiro Série A,18,A
0,1,1.4,1.6,1.0,1.2,1.617233754827202,0.9548138288888376,2023-01-07,Time1_SerieA,Time6_SerieA,Brasileiro Série A,26,A
7,0,1.8,1.6,1.2,3.2,1.696072103822437,1.2962041459050395,2023-01-14,Time3_SerieA,Time20_SerieA,Brasileiro Série A,34,H
4,0,1.4,1.0,0.8,0.8,1.499773900676706,0.8757486985766706,2023-01-21,Time16_SerieA,Time12_SerieA,Brasileiro Série A,10,H
1,1,2.4,1.0,2.0,2.2,1.6892914197462083,1.2826406753966733,2023-01-28,Time17_SerieA,Time20_SerieA,Brasileiro Série A,36,D
5,2,2.0,1.8,2.2,3.0,1.7811304838319,1.4772298833772912,2023-02-04,Time14_SerieA,Time12_SerieA,Brasileiro Série A,14,H
4,2,0.8,1.0,1.4,1.4,1.396427911914124,1.0454211577055068,2023-02-11,Time4_SerieA,Time3_SerieA,Brasileiro Série A,31,H
1,0,2.4,1.4,1.6,3.0,1.7763801572159914,1.343513747160947,2023-02-18,Time5_SerieA,Time9_SerieA,Brasileiro Série A,15,H
0,0,1.0,1.8,1.4,1.6,1.5813097622623815,1.0744673512113494,2023-02-25,Time17_SerieA,Time11_SerieA,Brasileiro Série A,8,D
5,2,2.4,1.8,1.2,1.6,1.86795861629652,1.0410171882859462,2023-03-04,Time11_SerieA,Time9_SerieA,Brasileiro Série A,14,H
2,1,1.4,1.0,1.4,2.4,1.499773900676706,1.198949736386469,2023-03-11,Time3_SerieA,Time19_SerieA,Brasileiro Série A,23,H
2,1,1.8,1.6,1.2,1.0,1.696072103822437,0.9588531194511032,2023-03-18,Time9_SerieA,Time16_SerieA,Brasileiro Série A,21,H
1,2,0.8,1.8,2.6,1.8,1.544120522727115,1.3350794209850811,2023-03-25,Time14_SerieA,Time2_SerieA,Brasileiro Série A,16,A
1,1,0.8,1.6,1.2,2.6,1.5057938762045455,1.1938990083275258,2023-04-01,Time12_SerieA,Time6_SerieA,Brasileiro Série A,18,D
0,0,1.2,2.2,2.2,1.2,1.7028800050359831,1.1543317478586317,2023-04-08,Time1_SerieA,Time12_SerieA,Brasileiro Série A,24,D
3,2,2.2,1.4,0.8,2.4,1.7346032525582449,1.0904230080341584,2023-04-15,Time17_SerieA,Time11_SerieA,Brasileiro Série A,26,H
2,1,1.4,0.8,1.8,1.6,1.4625479825511625,1.1446266946617103,2023-04-22,Time19_SerieA,Time4_SerieA,Brasileiro Série A,25,H
2,1,1.2,1.4,2.0,1.6,1.540002308545804,1.181406058015203,2023-04-29,Time20_SerieA,Time10_SerieA,Brasileiro Série A,29,H
1,3,1.4,0.4,1.8,1.8,1.390845167828789,1.1764292349298526,2023-05-06,Time3_SerieA,Time4_SerieA,Brasileiro Série A,15,A
2,0,1.2,3.0,2.6,1.2,1.8829843925945653,1.2297059855796424,2023-05-13,Time20_SerieA,Time1_SerieA,Brasileiro Série A,1,H
2,1,1.8,2.8,2.8,0.8,1.9721426369869544,1.201524784857759,2023-05-20,Time19_SerieA,Time16_SerieA,Brasileiro Série A,25,H
3,2,1.4,1.8,1.4,1.2,1.6583968565273248,1.017160173127816,2023-05-27,Time4_SerieA,Time19_SerieA,Brasileiro Série A,7,H
1,1,2.2,1.0,1.4,2.0,1.649562667826072,1.1350032367754357,2023-06-03,Time9_SerieA,Time1_SerieA,Brasileiro Série A,9,D
0,2,2.4,2.0,2.8,0.6,1.9155033637795136,1.1690438338417055,2023-06-10,Time13_SerieA,Time2_SerieA,Brasileiro Série A,24,A
3,0,2.4,1.8,1.2,1.4,1.86795861629652,1.0128752566955892,2023-06-17,Time12_SerieA,Time10_SerieA,Brasileiro Série A,1,H
1,0,1.0,1.6,1.8,1.2,1.542060040878017,1.0835775378341967,2023-06-24,Time9_SerieA,Time4_SerieA,Brasileiro Série A,8,H
3,0,1.2,1.0,2.0,1.2,1.4645022213561352,1.1183952580320164,2023-07-01,Time3_SerieA,Time9_SerieA,Brasileiro Série A,24,H
2,1,1.0,2.0,0.8,1.8,1.6215584983335367,1.0043595000543022,2023-07-08,Time11_SerieA,Time1_SerieA,Brasileiro Série A,11,H
2,2,2.4,1.0,1.0,3.0,1.6892914197462083,1.2219013500347913,2023-07-15,Time12_SerieA,Time2_SerieA,Brasileiro Série A,17,D
2,2,2.2,2.0,2.4,1.8,1.8704545598536548,1.29351592061445,2023-07-22,Time3_SerieA,Time8_SerieA,Brasileiro Série A,8,D
2,0,1.6,2.6,1.0,2.2,1.877962418652354,1.0950359862210743,2023-07-29,Time9_SerieA,Time15_SerieA,Brasileiro Série A,35,H
1,1,1.0,2.2,1.6,1.4,1.6628316767966795,1.079012829816599,2023-08-05,Time6_SerieA,Time16_SerieA,Brasileiro Série A,35,D
3,0,0.6,0.8,1.0,1.4,1.3297411098714822,0.9813425699914472,2023-08-12,Time8_SerieA,Time18_SerieA,Brasileiro Série A,33,H
1,1,0.6,0.6,2.2,2.8,1.2967355790631985,1.4372957662570118,2023-08-19,Time1_SerieA,Time6_SerieA,Brasileiro Série A,5,D
3,0,1.2,1.0,1.2,0.6,1.4645022213561352,0.907712276120325,2023-08-26,Time3_SerieA,Time9_SerieA,Brasileiro Série A,28,H
2,0,0.8,2.0,2.2,1.2,1.583422689111253,1.1543317478586317,2023-09-02,Time17_SerieA,Time6_SerieA,Brasileiro Série A,7,H
1,1,2.4,1.2,1.8,1.4,1.732288589638688,1.113683875945428,2023-09-09,Time10_SerieA,Time17_SerieA,Brasileiro Série A,9,D
2,0,1.8,3.2,2.4,2.0,2.073813319947817,1.32945522933814,2023-09-16,Time5_SerieA,Time20_SerieA,Brasileiro Série A,8,H
1,1,1.4,1.2,1.4,1.0,1.5379473220615083,0.9896631708393812,2023-09-23,Time10_SerieA,Time1_SerieA,Brasileiro Série A,12,D
1,0,0.8,2.0,2.2,2.2,1.583422689111253,1.3238547303129145,2023-09-30,Time2_SerieA,Time15_SerieA,Brasileiro Série A,34,H
2,0,2.6,1.2,2.0,2.2,1.7740097469940113,1.2826406753966733,2023-10-07,Time4_SerieA,Time11_SerieA,Brasileiro Série A,33,H
1,1,1.6,1.2,1.0,1.4,1.574987883669843,0.9813425699914472,2023-10-14,Time15_SerieA,Time13_SerieA,Brasileiro Série A,23,D
2,1,1.8,1.0,1.0,1.8,1.5728862122659035,1.036631771146972,2023-10-21,Time9_SerieA,Time4_SerieA,Brasileiro Série A,24,H
1,1,1.0,1.8,1.0,2.2,1.5813097622623815,1.0950359862210743,2023-10-28,Time3_SerieA,Time13_SerieA,Brasileiro Série A,37,D
1,1,1.6,1.8,1.8,1.6,1.6983383747146503,1.1446266946617103,2023-11-04,Time14_SerieA,Time11_SerieA,Brasileiro Série A,35,D
1,1,1.4,1.0,1.0,1.4,1.499773900676706,0.9813425699914472,2023-11-11,Time9_SerieA,Time12_SerieA,Brasileiro Série A,22,D
3,0,1.6,2.4,0.6,1.0,1.8313494757227184,0.8720594959435266,2023-11-18,Time15_SerieA,Time20_SerieA,Brasileiro Série A,27,H
3,0,1.6,0.4,1.2,2.0,1.424342860101864,1.0996684793738305,2023-11-25,Time17_SerieA,Time15_SerieA,Brasileiro Série A,35,H
1,0,0.8,1.8,2.0,1.0,1.544120522727115,1.0881615566131777,2023-12-02,Time12_SerieA,Time15_SerieA,Brasileiro Série A,1,H
1,2,0.8,2.0,2.4,1.2,1.583422689111253,1.1914229558332212,2023-12-09,Time20_SerieA,Time11_SerieA,Brasileiro Série A,35,A
2,1,1.2,1.6,0.8,0.8,1.579199654913255,0.8757486985766706,2023-12-16,Time8_SerieA,Time10_SerieA,Brasileiro Série A,37,H
0,2,2.0,2.2,1.0,1.6,1.8729538384601785,1.0086083910181172,2023-12-23,Time13_SerieA,Time7_SerieA,Brasileiro Série A,14,A
2,1,2.0,1.2,1.6,0.8,1.6517667933762483,0.9938498897418984,2023-12-30,Time12_SerieA,Time11_SerieA,Brasileiro Série A,3,H
2,1,1.0,1.0,2.6,1.6,1.4300600613127912,1.2989880728730312,2024-01-06,Time4_SerieA,Time10_SerieA,Brasileiro Série A,1,H
1,3,2.2,0.8,1.2,2.4,1.608618839701219,1.161624205763056,2024-01-13,Time9_SerieA,Time7_SerieA,Brasileiro Série A,5,A
4,1,1.8,0.8,1.6,1.8,1.5338455719852668,1.139804809316319,2024-01-20,Time12_SerieA,Time14_SerieA,Brasileiro Série A,26,H
1,0,1.0,1.8,1.6,1.4,1.5813097622623815,1.079012829816599,2024-01-27,Time5_SerieA,Time8_SerieA,Brasileiro Série A,14,H
2,0,2.0,2.2,1.2,1.2,1.8729538384601785,0.9854940890220514,2024-02-03,Time1_SerieA,Time2_SerieA,Brasileiro Série A,27,H
2,1,1.2,1.8,2.6,1.0,1.6193946828774957,1.1964632090800396,2024-02-10,Time7_SerieA,Time16_SerieA,Brasileiro Série A,9,H
3,2,1.6,0.8,1.6,1.0,1.4977725951732743,1.0214632166775823,2024-02-17,Time18_SerieA,Time16_SerieA,Brasileiro Série A,15,H
0,0,1.2,1.0,1.0,1.2,1.4645022213561352,0.9548138288888376,2024-02-24,Time3_SerieA,Time10_SerieA,Brasileiro Série A,15,D
2,1,1.4,2.2,1.6,1.4,1.7438928738341075,1.079012829816599,2024-03-02,Time15_SerieA,Time13_SerieA,Brasileiro Série A,26,H
6,2,1.6,1.6,1.2,1.6,1.6561838837890046,1.0410171882859462,2024-03-09,Time7_SerieA,Time4_SerieA,Brasileiro Série A,13,H
2,1,1.2,1.2,1.8,1.2,1.5017778803001816,1.0835775378341967,2024-03-16,Time10_SerieA,Time15_SerieA,Brasileiro Série A,32,H
3,1,0.8,2.8,0.4,2.0,1.750892723890785,0.9689926513223408,2024-03-23,Time10_SerieA,Time17_SerieA,Brasileiro Série A,32,H
3,2,2.0,2.0,2.2,1.0,1.8264652136001365,1.1231265713770575,2024-03-30,Time15_SerieA,Time20_SerieA,Brasileiro Série A,4,H
4,0,2.0,1.6,1.2,0.6,1.7369210083022089,0.907712276120325,2024-04-06,Time18_SerieA,Time14_SerieA,Brasileiro Série A,30,H
2,2,0.8,1.6,1.4,0.4,1.5057938762045455,0.911552305997618,2024-04-13,Time19_SerieA,Time14_SerieA,Brasileiro Série A,37,D
2,1,1.2,1.4,0.8,1.2,1.540002308545804,0.9250887021981548,2024-04-20,Time10_SerieA,Time4_SerieA,Brasileiro Série A,23,H
3,1,1.0,1.4,1.4,1.6,1.5037845376168275,1.0744673512113494,2024-04-27,Time16_SerieA,Time19_SerieA,Brasileiro Série A,15,H
1,2,1.8,1.4,1.8,1.2,1.6539738640521455,1.0835775378341967,2024-05-04,Time9_SerieA,Time4_SerieA,Brasileiro Série A,29,A
2,1,1.2,1.2,1.4,1.8,1.5017778803001816,1.1043205700494807,2024-05-11,Time11_SerieA,Time15_SerieA,Brasileiro Série A,36,H
1,1,1.6,1.4,1.6,1.6,1.6150757103296878,1.1089923411543336,2024-05-18,Time16_SerieA,Time6_SerieA,Brasileiro Série A,13,D
1,2,0.6,1.2,1.8,1.6,1.3982938018858495,1.1446266946617103,2024-05-25,Time7_SerieA,Time3_SerieA,Brasileiro Série A,32,A
0,0,0.6,0.8,1.0,2.0,1.3297411098714822,1.0654337585537748,2024-06-01,Time7_SerieA,Time16_SerieA,Brasileiro Série A,7,D
2,2,2.2,0.8,1.4,1.6,1.608618839701219,1.0744673512113494,2024-06-08,Time7_SerieA,Time16_SerieA,Brasileiro Série A,22,D
3,0,0.8,1.8,2.2,2.2,1.544120522727115,1.3238547303129145,2024-06-15,Time19_SerieA,Time10_SerieA,Brasileiro Série A,28,H
4,2,2.0,1.2,1.2,1.8,1.6517667933762483,1.0699410210121056,2024-06-22,Time14_SerieA,Time13_SerieA,Brasileiro Série A,2,H
1,0,0.8,1.6,1.2,1.8,1.5057938762045455,1.0699410210121056,2024-06-29,Time12_SerieA,Time7_SerieA,Brasileiro Série A,6,H
1,0,1.0,0.4,2.6,0.8,1.3261946517967764,1.164119088195975,2024-07-06,Time20_SerieA,Time8_SerieA,Brasileiro Série A,28,H
2,3,1.6,1.6,0.6,1.6,1.6561838837890046,0.9467862241558722,2024-07-13,Time6_SerieA,Time3_SerieA,Brasileiro Série A,28,A
2,0,1.8,1.2,2.4,1.2,1.612920545537126,1.1914229558332212,2024-07-20,Time5_SerieA,Time4_SerieA,Brasileiro Série A,20,H
0,2,1.2,1.4,1.8,1.8,1.540002308545804,1.1764292349298526,2024-07-27,Time4_SerieA,Time7_SerieA,Brasileiro Série A,30,A
0,0,1.4,1.6,0.8,1.4,1.617233754827202,0.9507915543511488,2024-08-03,Time11_SerieA,Time19_SerieA,Brasileiro Série A,11,D
1,2,2.0,1.8,0.4,2.0,1.7811304838319,0.9689926513223408,2024-08-10,Time20_SerieA,Time19_SerieA,Brasileiro Série A,28,A
0,0,2.2,1.4,1.6,1.0,1.7346032525582449,1.0214632166775823,2024-08-17,Time2_SerieA,Time19_SerieA,Brasileiro Série A,25,D
2,1,1.4,1.6,1.4,1.0,1.617233754827202,0.9896631708393812,2024-08-24,Time20_SerieA,Time1_SerieA,Brasileiro Série A,33,H
1,2,1.4,1.8,1.4,1.6,1.6583968565273248,1.0744673512113494,2024-08-31,Time6_SerieA,Time13_SerieA,Brasileiro Série A,1,A
0,1,1.6,0.8,0.8,1.4,1.4977725951732743,0.9507915543511488,2024-09-07,Time10_SerieA,Time5_SerieA,Brasileiro Série A,27,A
1,2,2.2,1.6,2.0,0.4,1.778753734751246,1.0022765375692493,2024-09-14,Time1_SerieA,Time19_SerieA,Brasileiro Série A,13,A
1,0,0.8,1.0,1.4,1.2,1.396427911914124,1.017160173127816,2024-09-21,Time16_SerieA,Time2_SerieA,Brasileiro Série A,3,H
1,2,1.0,2.6,1.4,0.8,1.7485563242223685,0.9629094980233588,2024-09-28,Time11_SerieA,Time19_SerieA,Brasileiro Série A,6,A
2,2,1.6,1.0,2.2,1.0,1.5358950777610574,1.1231265713770575,2024-10-05,Time1_SerieA,Time10_SerieA,Brasileiro Série A,8,D
1,0,2.0,1.8,1.0,1.4,1.7811304838319,0.9813425699914472,2024-10-12,Time5_SerieA,Time15_SerieA,Brasileiro Série A,27,H
3,2,1.2,1.4,1.2,1.0,1.540002308545804,0.9588531194511032,2024-10-19,Time1_SerieA,Time9_SerieA,Brasileiro Série A,9,H
2,1,0.8,2.0,1.6,1.0,1.583422689111253,1.0214632166775823,2024-10-26,Time8_SerieA,Time3_SerieA,Brasileiro Série A,37,H
2,0,1.0,0.6,1.0,1.0,1.3599499980249428,0.9290022421480278,2024-11-02,Time19_SerieA,Time8_SerieA,Brasileiro Série A,33,H
0,1,0.8,0.6,1.2,1.6,1.3279666969415571,1.0410171882859462,2024-11-09,Time8_SerieA,Time20_SerieA,Brasileiro Série A,24,A
5,2,1.6,1.4,1.6,1.8,1.6150757103296878,1.139804809316319,2024-11-16,Time12_SerieA,Time4_SerieA,Brasileiro Série A,15,H
2,2,1.4,2.6,1.4,1.6,1.8337965025920049,1.0744673512113494,2024-11-23,Time4_SerieA,Time5_SerieA,Brasileiro Série A,32,D
3,3,0.8,0.8,1.8,1.6,1.3617671466523178,1.1446266946617103,2024-11-30,Time2_SerieA,Time18_SerieA,Brasileiro Série A,32,D
2,1,1.0,1.8,1.2,0.2,1.5813097622623815,0.8592990516537169,2024-12-07,Time9_SerieA,Time17_SerieA,Brasileiro Série A,24,H
2,2,0.8,1.6,1.4,1.2,1.5057938762045455,1.017160173127816,2024-12-14,Time20_SerieA,Time2_SerieA,Brasileiro Série A,12,D
1,4,1.4,1.6,0.6,1.6,1.617233754827202,0.9467862241558722,2024-12-21,Time13_SerieA,Time16_SerieA,Brasileiro Série A,2,A
0,2,1.6,1.0,1.2,2.8,1.5358950777610574,1.2270705405532814,2024-12-28,Time5_SerieA,Time10_SerieA,Brasileiro Série A,3,A
0,1,1.6,0.8,1.2,2.0,1.4977725951732743,1.0996684793738305,2025-01-04,Time15_SerieA,Time7_SerieA,Brasileiro Série A,37,A
4,0,1.6,1.4,1.6,1.2,1.6150757103296878,1.0498437578901176,2025-01-11,Time16_SerieA,Time14_SerieA,Brasileiro Série A,17,H
2,0,2.4,0.4,1.0,1.2,1.5665980099723844,0.9548138288888376,2025-01-18,Time12_SerieA,Time19_SerieA,Brasileiro Série A,2,H
0,1,1.8,1.4,1.8,2.2,1.6539738640521455,1.242709690505976,2025-01-25,Time3_SerieA,Time7_SerieA,Brasileiro Série A,2,A
1,1,1.8,1.0,1.8,2.0,1.5728862122659035,1.2091153834278427,2025-02-01,Time14_SerieA,Time4_SerieA,Brasileiro Série A,28,D
3,2,1.0,1.0,1.0,0.6,1.4300600613127912,0.8794535081909113,2025-02-08,Time10_SerieA,Time5_SerieA,Brasileiro Série A,23,H
1,0,2.2,2.2,2.0,1.2,1.918062836049288,1.1183952580320164,2025-02-15,Time7_SerieA,Time17_SerieA,Brasileiro Série A,37,H
1,0,1.2,1.6,2.0,2.0,1.579199654913255,1.24796690963354,2025-02-22,Time1_SerieA,Time16_SerieA,Brasileiro Série A,32,H
2,0,0.8,1.6,1.8,0.8,1.5057938762045455,1.0257844640307223,2025-03-01,Time10_SerieA,Time7_SerieA,Brasileiro Série A,33,H
1,1,1.6,0.6,0.8,1.2,1.4605963514918463,0.9250887021981548,2025-03-08,Time5_SerieA,Time2_SerieA,Brasileiro Série A,1,D
3,2,1.4,1.4,1.6,1.2,1.57709236330152,1.0498437578901176,2025-03-15,Time6_SerieA,Time3_SerieA,Brasileiro Série A,19,H
1,4,1.2,2.0,1.8,0.8,1.6606127862128708,1.0257844640307223,2025-03-22,Time4_SerieA,Time20_SerieA,Brasileiro Série A,2,A
1,0,1.4,0.8,1.4,1.0,1.4625479825511625,0.9896631708393812,2025-03-29,Time17_SerieA,Time7_SerieA,Brasileiro Série A,26,H
2,0,1.4,3.0,1.4,2.0,1.9283349702124908,1.1350032367754357,2025-04-05,Time14_SerieA,Time20_SerieA,Brasileiro Série A,32,H
3,2,1.4,1.8,1.0,2.2,1.6583968565273248,1.0950359862210743,2025-04-12,Time8_SerieA,Time11_SerieA,Brasileiro Série A,6,H
0,1,1.4,0.8,0.8,1.8,1.4625479825511625,1.0043595000543022,2025-04-19,Time1_SerieA,Time11_SerieA,Brasileiro Série A,32,A
1,1,1.4,1.2,1.2,1.2,1.5379473220615083,0.9854940890220514,2025-04-26,Time1_SerieA,Time3_SerieA,Brasileiro Série A,4,D
3,1,2.2,1.0,2.2,1.0,1.649562667826072,1.1231265713770575,2025-05-03,Time6_SerieA,Time7_SerieA,Brasileiro Série A,11,H
1,0,2.0,2.0,1.6,1.8,1.8264652136001365,1.139804809316319,2025-05-10,Time18_SerieA,Time10_SerieA,Brasileiro Série A,17,H
1,4,1.0,2.0,1.0,1.8,1.6215584983335367,1.036631771146972,2025-05-17,Time2_SerieA,Time16_SerieA,Brasileiro Série A,38,A
3,1,1.8,1.2,1.8,1.6,1.612920545537126,1.1446266946617103,2025-05-24,Time16_SerieA,Time11_SerieA,Brasileiro Série A,24,H
