data,campeonato,rodada,time_mandante,time_visitante,gols_mandante,gols_visitante,resultado,local,chutes_mandante,chutes_visitante,posse_bola_mandante,posse_bola_visitante,time,adversario,gols_marcados,gols_sofridos,mandante,resultado_do_time,media_gols_marcados_ult5,media_gols_sofridos_ult5,vitorias_ult5,empates_ult5,derrotas_ult5,sequencia_resultados,odd_1,odd_X,odd_2,odd_over_2_5,odd_under_2_5,casa_aposta,data_odds,prob_1,prob_X,prob_2,prob_over_2_5,prob_under_2_5,soma_prob_1x2,prob_1_norm,prob_X_norm,prob_2_norm,soma_prob_over_under,prob_over_2_5_norm,prob_under_2_5_norm
2022-01-19,Brasileiro Série C,7,Time9_SerieC,Time16_SerieC,3,4,A,Estádio Time9_SerieC,12,12,32,68,Time9_SerieC,Time16_SerieC,3,4,1,D,2.2,1.6,3.0,1.0,1.0,VVVED,6.59,4.68,1.75,1.64,3.07,Betano,2022-01-16,0.15174506828528073,0.2136752136752137,0.5714285714285714,0.6097560975609756,0.32573289902280134,0.9368488533890658,0.16197390618170743,0.2280786413968915,0.6099474524214011,0.9354889965837769,0.6518046709129511,0.34819532908704887
2022-01-19,Brasileiro Série C,7,Time9_SerieC,Time16_SerieC,3,4,A,Estádio Time9_SerieC,12,12,32,68,Time16_SerieC,Time9_SerieC,4,3,0,V,,,,,,,4.17,5.11,2.27,1.7,3.45,Sportingbet,2022-01-17,0.23980815347721823,0.19569471624266144,0.44052863436123346,0.5882352941176471,0.2898550724637681,0.8760315040811131,0.27374375505908066,0.22338776097776247,0.502868483963157,0.8780903665814153,0.6699029126213591,0.33009708737864074
2022-01-19,Brasileiro Série C,16,Time15_SerieC,Time20_SerieC,0,3,A,Estádio Time15_SerieC,8,9,43,57,Time15_SerieC,Time20_SerieC,0,3,1,D,0.6666666666666666,1.0,1.0,0.0,2.0,VDD,7.32,4.21,1.83,1.66,3.13,Pinnacle,2022-01-16,0.13661202185792348,0.23752969121140144,0.5464480874316939,0.6024096385542169,0.3194888178913738,0.9205898005010189,0.14839619316179062,0.2580190341910469,0.5935847726471625,0.9218984564455908,0.6534446764091858,0.34655532359081415
2022-01-19,Brasileiro Série C,16,Time15_SerieC,Time20_SerieC,0,3,A,Estádio Time15_SerieC,8,9,43,57,Time20_SerieC,Time15_SerieC,3,0,0,V,4.0,2.0,1.0,0.0,0.0,V,5.41,4.06,2.25,1.75,3.3,Betano,2022-01-17,0.18484288354898337,0.24630541871921185,0.4444444444444444,0.5714285714285714,0.30303030303030304,0.8755927467126396,0.21110600132648982,0.28130134659515027,0.5075926520783599,0.8744588744588744,0.6534653465346535,0.34653465346534656
2022-01-19,Brasileiro Série C,26,Time4_SerieC,Time1_SerieC,3,1,H,Estádio Time4_SerieC,13,11,70,30,Time1_SerieC,Time4_SerieC,1,3,0,D,,,,,,,2.02,5.13,5.13,1.72,3.3,Bet365,2022-01-16,0.49504950495049505,0.19493177387914232,0.19493177387914232,0.5813953488372093,0.30303030303030304,0.8849130527087796,0.559432933478735,0.22028353326063252,0.22028353326063252,0.8844256518675124,0.6573705179282868,0.3426294820717131
2022-01-19,Brasileiro Série C,26,Time4_SerieC,Time1_SerieC,3,1,H,Estádio Time4_SerieC,13,11,70,30,Time4_SerieC,Time1_SerieC,3,1,1,V,0.5,2.5,0.0,0.0,2.0,DD,1.95,5.23,4.15,1.64,2.98,Sportingbet,2022-01-17,0.5128205128205129,0.19120458891013384,0.24096385542168672,0.6097560975609756,0.33557046979865773,0.9449889571523334,0.5426735507744622,0.20233526271705565,0.2549911865084822,0.9453265673596334,0.6450216450216449,0.35497835497835495
2022-01-21,Brasileiro Série C,4,Time1_SerieC,Time14_SerieC,4,1,H,Estádio Time1_SerieC,16,15,37,63,Time14_SerieC,Time1_SerieC,1,4,0,D,1.0,2.5,0.0,0.0,2.0,DD,1.84,4.42,8.0,1.71,3.21,Pinnacle,2022-01-20,0.5434782608695652,0.22624434389140272,0.125,0.5847953216374269,0.3115264797507788,0.8947226047609679,0.6074265453645934,0.2528653492015502,0.13970810543385648,0.8963218013882057,0.6524390243902438,0.3475609756097561
2022-01-21,Brasileiro Série C,35,Time16_SerieC,Time8_SerieC,0,0,D,Estádio Time16_SerieC,14,9,67,33,Time16_SerieC,Time8_SerieC,0,0,1,E,4.0,3.0,1.0,0.0,0.0,V,3.7,2.62,4.66,2.75,1.99,Betano,2022-01-19,0.27027027027027023,0.38167938931297707,0.2145922746781116,0.36363636363636365,0.5025125628140703,0.8665419342613588,0.31189520043325875,0.4404626876347547,0.2476421119319866,0.866148926450434,0.419831223628692,0.580168776371308
2022-01-21,Brasileiro Série C,35,Time16_SerieC,Time8_SerieC,0,0,D,Estádio Time16_SerieC,14,9,67,33,Time8_SerieC,Time16_SerieC,0,0,0,E,1.0,1.5,1.0,0.0,1.0,DV,5.0,2.22,3.41,2.54,1.81,Betano,2022-01-20,0.2,0.4504504504504504,0.29325513196480935,0.39370078740157477,0.5524861878453039,0.9437055824152598,0.21193050430848653,0.47732095564974436,0.31074854004176905,0.9461869752468787,0.4160919540229885,0.5839080459770115
2022-01-21,Brasileiro Série C,4,Time1_SerieC,Time14_SerieC,4,1,H,Estádio Time1_SerieC,16,15,37,63,Time1_SerieC,Time14_SerieC,4,1,1,V,1.0,3.0,0.0,0.0,1.0,D,1.96,5.2,4.34,1.6,3.23,Betano,2022-01-18,0.5102040816326531,0.1923076923076923,0.2304147465437788,0.625,0.30959752321981426,0.9329265204841242,0.5468856018455693,0.20613380377256071,0.24698059438187,0.9345975232198143,0.6687370600414079,0.33126293995859213
2022-01-21,Brasileiro Série C,24,Time14_SerieC,Time1_SerieC,0,1,A,Estádio Time14_SerieC,5,8,59,41,Time1_SerieC,Time14_SerieC,1,0,0,V,2.5,2.0,1.0,0.0,1.0,DV,12.56,4.07,1.72,2.87,1.8,Pinnacle,2022-01-18,0.07961783439490445,0.24570024570024568,0.5813953488372093,0.3484320557491289,0.5555555555555556,0.9067134289323595,0.08780925908272162,0.2709789420341483,0.6412117988831301,0.9039876113046845,0.38543897216274087,0.6145610278372591
2022-01-21,Brasileiro Série C,24,Time14_SerieC,Time1_SerieC,0,1,A,Estádio Time14_SerieC,5,8,59,41,Time14_SerieC,Time1_SerieC,0,1,1,D,2.0,4.0,0.0,0.0,1.0,D,27.12,3.89,1.77,3.05,1.88,Sportingbet,2022-01-20,0.03687315634218289,0.2570694087403599,0.5649717514124294,0.3278688524590164,0.5319148936170213,0.8589143164949722,0.0429299589424165,0.29929575488903226,0.6577742861685512,0.8597837460760377,0.3813387423935092,0.6186612576064908
2022-01-23,Brasileiro Série C,15,Time19_SerieC,Time13_SerieC,4,2,H,Estádio Time19_SerieC,18,16,47,53,Time13_SerieC,Time19_SerieC,2,4,0,D,3.0,3.0,0.0,1.0,0.0,E,1.69,4.54,7.39,1.71,2.75,Sportingbet,2022-01-22,0.591715976331361,0.22026431718061673,0.13531799729364005,0.5847953216374269,0.36363636363636365,0.9472982908056178,0.6246353256144309,0.23251843618686965,0.14284623819869935,0.9484316852737905,0.6165919282511211,0.3834080717488789
2022-01-23,Brasileiro Série C,15,Time19_SerieC,Time13_SerieC,4,2,H,Estádio Time19_SerieC,18,16,47,53,Time19_SerieC,Time13_SerieC,4,2,1,V,1.0,1.5,1.0,0.0,1.0,VD,1.63,4.62,12.65,1.81,2.8,Betano,2022-01-22,0.6134969325153374,0.21645021645021645,0.07905138339920949,0.5524861878453039,0.35714285714285715,0.9089985323647634,0.6749152068698314,0.23811943445840372,0.08696535867176484,0.909629044988161,0.6073752711496747,0.3926247288503254
2022-01-23,Brasileiro Série C,14,Time2_SerieC,Time9_SerieC,2,1,H,Estádio Time2_SerieC,13,12,38,62,Time2_SerieC,Time9_SerieC,2,1,1,V,0.0,1.3333333333333333,0.0,0.0,3.0,DDD,2.13,5.57,4.52,1.87,2.98,Betano,2022-01-22,0.4694835680751174,0.17953321364452424,0.22123893805309736,0.53475935828877,0.33557046979865773,0.870255719772739,0.5394777160415787,0.2062993779476773,0.254222906010744,0.8703298280874276,0.6144329896907217,0.3855670103092784
2022-01-23,Brasileiro Série C,14,Time2_SerieC,Time9_SerieC,2,1,H,Estádio Time2_SerieC,13,12,38,62,Time9_SerieC,Time2_SerieC,1,2,0,D,2.6,2.4,2.0,1.0,2.0,,2.16,4.13,6.36,1.93,2.91,Sportingbet,2022-01-21,0.4629629629629629,0.24213075060532688,0.15723270440251572,0.5181347150259068,0.3436426116838488,0.8623264179708054,0.5368767015771014,0.2807878148684114,0.18233548355448728,0.8617773267097556,0.6012396694214877,0.39876033057851235
2022-01-24,Brasileiro Série C,23,Time9_SerieC,Time4_SerieC,3,2,H,Estádio Time9_SerieC,16,11,31,69,Time9_SerieC,Time4_SerieC,3,2,1,V,2.2,2.4,1.0,1.0,3.0,,1.8,3.99,10.58,1.69,3.25,Sportingbet,2022-01-22,0.5555555555555556,0.2506265664160401,0.0945179584120983,0.591715976331361,0.3076923076923077,0.900700080383694,0.6168041589592081,0.2782575153199435,0.10493832572084827,0.8994082840236687,0.6578947368421053,0.34210526315789475
2022-01-24,Brasileiro Série C,23,Time9_SerieC,Time4_SerieC,3,2,H,Estádio Time9_SerieC,16,11,31,69,Time4_SerieC,Time9_SerieC,2,3,0,D,1.3333333333333333,2.0,1.0,0.0,2.0,DDV,1.85,4.09,7.26,1.68,3.05,Bet365,2022-01-22,0.5405405405405405,0.24449877750611249,0.13774104683195593,0.5952380952380952,0.3278688524590164,0.9227803648786088,0.5857737779364738,0.264958799311119,0.14926742275240726,0.9231069476971117,0.6448202959830867,0.35517970401691334
